locus	sex	_sex	log2fluor	Foldx	scaffold	start location
FBtr0167032	male	female	-0.6071	0.656515055	6328	3838635
FBtr0167033	male	female	1.9903	3.973196099	6328	3837777
FBtr0167034	male	female	1.0601	2.085076043	6328	3834237
FBtr0167035	male	female	1.3488	2.547001837	6328	3830357
FBtr0167036	male	female	1.9656	3.905751062	6328	3821855
FBtr0167037	male	female	-0.8278	0.563387711	6328	3820375
FBtr0167038	male	female	-0.7479	0.595469698	6328	3812995
FBtr0167040	male	female	-0.6201	0.650625828	6328	3702237
FBtr0167042	male	female	-1.6294	0.323222604	6328	3667685
FBtr0167044	male	female	-1.3947	0.380323766	6328	3657096
FBtr0167045	male	female	-0.7479	0.595469698	6328	3652930
FBtr0167047	male	female	-1.8045	0.28628024	6328	3619124
FBtr0167049	male	female	-1.9538	0.258135417	6328	3550168
FBtr0167051	male	female	-0.6703	0.628376007	6328	3501944
FBtr0167056	male	female	-0.6834	0.622696036	6328	3451358
FBtr0167057	male	female	-3.5891	0.083094684	6328	3443055
FBtr0167058	male	female	-4.9095	0.033273098	6328	3437028
FBtr0167060	male	female	2.6607	6.323397882	6328	3411948
FBtr0167061	male	female	-0.7033	0.614165765	6328	3405745
FBtr0167065	male	female	-2.8598	0.137757235	6328	3210424
FBtr0167066	male	female	-1.1311	0.456567477	6328	3196177
FBtr0167067	male	female	0.8081	1.750904019	6328	3175359
FBtr0167068	male	female	-0.7109	0.610938896	6328	3163906
FBtr0167070	male	female	-1.8582	0.275820196	6328	3116012
FBtr0167072	male	female	-1.8471	0.277950523	6328	3109304
FBtr0167073	male	female	-0.7542	0.592875054	6328	3106122
FBtr0167074	male	female	-0.7511	0.594150368	6328	3103264
FBtr0167075	male	female	-1.8161	0.283987631	6328	3098046
FBtr0167077	male	female	-2.0831	0.236006745	6328	3074234
FBtr0167078	male	female	-0.6881	0.620670723	6328	3071988
FBtr0167079	male	female	-0.9904	0.503338201	6328	3062167
FBtr0167081	male	female	0.8428	1.793527666	6328	3042442
FBtr0167082	male	female	-3.283	0.102735023	6328	3037424
FBtr0167083	male	female	1.3533	2.554958752	6328	3027468
FBtr0167087	male	female	4.1744	18.05591967	6328	2974142
FBtr0167089	male	female	3.1418	8.826246258	6328	2965176
FBtr0167092	male	female	-1.3346	0.396501987	6328	2941439
FBtr0167093	male	female	-0.6547	0.635207565	6328	2916556
FBtr0167095	male	female	0.7254	1.653358981	6328	2897881
FBtr0167098	male	female	-0.828	0.563309614	6328	2847495
FBtr0167099	male	female	-0.7812	0.581882596	6328	2829710
FBtr0167100	male	female	-1.0352	0.487948232	6328	2826259
FBtr0167102	male	female	-2.0053	0.249083265	6328	2807710
FBtr0167103	male	female	-0.6525	0.636176947	6328	2605521
FBtr0167106	male	female	-1.5037	0.352647814	6328	2589556
FBtr0167108	male	female	-3.2824	0.102777759	6328	2560135
FBtr0167109	male	female	-1.0082	0.497166158	6328	2469091
FBtr0167111	male	female	0.8615	1.816926425	6328	2380500
FBtr0167112	male	female	1.8486	3.601505232	6328	2370180
FBtr0167113	male	female	-1.5122	0.350576209	6328	2366206
FBtr0167114	male	female	-1.3955	0.380112928	6328	2364495
FBtr0167116	male	female	-1.1329	0.455998189	6328	2359878
FBtr0167117	male	female	3.4658	11.04866381	6328	2334712
FBtr0167118	male	female	3.2807	9.718273267	6328	2327506
FBtr0167119	male	female	-0.6057	0.65715245	6328	2179677
FBtr0167121	male	female	-1.5342	0.345270744	6328	2150607
FBtr0167122	male	female	-1.5634	0.338352745	6328	2143606
FBtr0167123	male	female	-0.7502	0.594521134	6328	2138723
FBtr0167124	male	female	1.3749	2.593499335	6328	2136773
FBtr0167125	male	female	-1.5984	0.330243026	6328	2129681
FBtr0167126	male	female	-1.753	0.296684199	6328	2120563
FBtr0167127	male	female	-0.9929	0.502466737	6328	2103676
FBtr0167128	male	female	2.8138	7.031341669	6328	2013255
FBtr0167129	male	female	-4.7585	0.036944413	6328	1984481
FBtr0167130	male	female	-2.834	0.140242935	6328	1943487
FBtr0167131	male	female	-1.4906	0.355864518	6328	1942007
FBtr0167133	male	female	2.1175	4.339413301	6328	1913620
FBtr0167134	male	female	1.61	3.052518418	6328	1843151
FBtr0167135	male	female	-1.2024	0.43455178	6328	1833390
FBtr0167139	male	female	-1.6276	0.323626129	6328	1736367
FBtr0167140	male	female	0.6583	1.57822183	6328	1720294
FBtr0167141	male	female	3.7341	13.3068759	6328	1711653
FBtr0167142	male	female	3.3013	9.858034295	6328	1683766
FBtr0167145	male	female	-2.4578	0.182023926	6328	1664487
FBtr0167146	male	female	-2.5226	0.174029043	6328	1662882
FBtr0167147	male	female	-0.8137	0.568920905	6328	1656380
FBtr0167148	male	female	-1.6277	0.323603698	6328	1643993
FBtr0167149	male	female	-1.0716	0.475791037	6328	1639695
FBtr0167150	male	female	-0.7455	0.596461118	6328	1615710
FBtr0167151	male	female	-1.591	0.33194129	6328	1602093
FBtr0167153	male	female	-1.6588	0.316702465	6328	1585935
FBtr0167155	male	female	-2.0468	0.242020306	6328	1583881
FBtr0167156	male	female	-1.1185	0.460572443	6328	1581410
FBtr0167157	male	female	-1.4347	0.369923793	6328	1561266
FBtr0167158	male	female	-0.9586	0.514555999	6328	1550733
FBtr0167159	male	female	0.7736	1.709530308	6328	1537989
FBtr0167160	male	female	-0.6057	0.65715245	6328	1501268
FBtr0167161	male	female	3.2453	9.482713837	6328	1485562
FBtr0167162	male	female	-1.0775	0.47384923	6328	1466623
FBtr0167163	male	female	-1.648	0.319082192	6328	1465682
FBtr0167166	male	female	-1.0555	0.481130446	6328	1447512
FBtr0167167	male	female	-0.9178	0.529315571	6328	1403074
FBtr0167168	male	female	-1.1429	0.452848379	6328	1220789
FBtr0167169	male	female	3.4868	11.21066536	6328	1160053
FBtr0167170	male	female	-1.6702	0.314209782	6328	1114989
FBtr0167172	male	female	-1.5136	0.350236173	6328	1092531
FBtr0167173	male	female	-1.1032	0.465482876	6328	1076972
FBtr0167174	male	female	-2.0272	0.245330754	6328	1032293
FBtr0167176	male	female	2.1952	4.579531456	6328	976688
FBtr0167178	male	female	3.0373	8.209532109	6328	945640
FBtr0167181	male	female	-3.5095	0.087808231	6328	927752
FBtr0167182	male	female	-1.1345	0.455492751	6328	913348
FBtr0167183	male	female	-1.8624	0.27501839	6328	910372
FBtr0167184	male	female	0.7263	1.654390722	6328	890974
FBtr0167185	male	female	-0.631	0.645728675	6328	860087
FBtr0167189	male	female	-0.6464	0.638872524	6328	826838
FBtr0167190	male	female	1.5488	2.92573682	6328	820957
FBtr0167194	male	female	-2.4615	0.181557697	6328	656585
FBtr0167195	male	female	-2.0495	0.241567789	6328	653401
FBtr0167197	male	female	-1.304	0.405001737	6328	651083
FBtr0167199	male	female	-0.8969	0.537039459	6328	609831
FBtr0167200	male	female	1.78	3.434261746	6328	595535
FBtr0167201	male	female	-1.5187	0.349000256	6328	587121
FBtr0167202	male	female	-0.6511	0.636794597	6328	584635
FBtr0167204	male	female	-1.1154	0.461563165	6328	529801
FBtr0167209	male	female	-0.672	0.627635996	6328	456040
FBtr0167211	male	female	-0.602	0.658839976	6328	440125
FBtr0167212	male	female	-1.8044	0.286300084	6328	434813
FBtr0167213	male	female	-4.4754	0.044954209	6328	433299
FBtr0167215	male	female	-1.436	0.369590608	6328	384324
FBtr0167217	male	female	-1.9391	0.260779072	6328	212160
FBtr0167219	male	female	-1.0628	0.478702087	6328	210417
FBtr0167220	male	female	-2.6464	0.159718131	6328	199899
FBtr0167221	male	female	-1.2127	0.431460383	6328	198926
FBtr0167222	male	female	-1.557	0.33985706	6328	193404
FBtr0167223	male	female	-0.8781	0.544083507	6328	173600
FBtr0167225	male	female	3.4459	10.89730891	6328	90301
FBtr0172610	male	female	1.4775	2.784657705	6333	18072
FBtr0172612	male	female	0.6241	1.541249044	6333	141761
FBtr0169045	male	female	7.7057	208.7597834	6335	54875
FBtr0167764	male	female	1.1109	2.159803408	6343	41144
FBtr0165295	male	female	5.5881	48.10450153	6345	615866
FBtr0165001	male	female	1.0744	2.105846093	6347	21912
FBtr0172569	male	female	0.8492	1.801501684	6350	42142
FBtr0172150	male	female	-1.5167	0.349484409	6359	12323209
FBtr0172151	male	female	-1.2266	0.427323333	6359	12311065
FBtr0172152	male	female	-2.1049	0.232467349	6359	12307896
FBtr0172153	male	female	-1.3703	0.386810805	6359	12304380
FBtr0172154	male	female	-1.8528	0.276854524	6359	12248135
FBtr0172156	male	female	-1.6991	0.30797817	6359	12239209
FBtr0172157	male	female	-1.483	0.35774413	6359	12236758
FBtr0172160	male	female	-1.3233	0.399619808	6359	12218994
FBtr0172161	male	female	-1.8058	0.286022392	6359	12200578
FBtr0172162	male	female	-1.0434	0.485182695	6359	12191251
FBtr0172163	male	female	1.9406	3.838652596	6359	12146225
FBtr0172164	male	female	-0.6242	0.648779437	6359	12099449
FBtr0172165	male	female	-1.254	0.419284092	6359	12098744
FBtr0172169	male	female	-3.1451	0.113039587	6359	12063002
FBtr0172171	male	female	-2.753	0.1483421	6359	12012982
FBtr0172173	male	female	-1.4031	0.378115789	6359	11999643
FBtr0172174	male	female	-1.8589	0.275686399	6359	11993439
FBtr0172176	male	female	0.6039	1.519819507	6359	11980570
FBtr0172178	male	female	2.5869	6.008063246	6359	11979593
FBtr0172179	male	female	-0.995	0.501735874	6359	11977460
FBtr0172180	male	female	-2.2735	0.206827511	6359	11974803
FBtr0172181	male	female	-1.5522	0.340989684	6359	11965418
FBtr0172182	male	female	-1.4537	0.365083912	6359	11942131
FBtr0172184	male	female	0.6683	1.589199231	6359	11930282
FBtr0172185	male	female	0.8714	1.829437336	6359	11922676
FBtr0172186	male	female	2.3055	4.943387499	6359	11905851
FBtr0172189	male	female	-1.9521	0.25843977	6359	11896844
FBtr0172190	male	female	-0.9523	0.51680789	6359	11892635
FBtr0172191	male	female	-1.4088	0.376624824	6359	11886933
FBtr0172192	male	female	0.8358	1.784846494	6359	11881902
FBtr0172194	male	female	-1.566	0.337743521	6359	11872351
FBtr0172197	male	female	0.7518	1.683892454	6359	11553805
FBtr0172201	male	female	-1.2245	0.427945802	6359	11286028
FBtr0172203	male	female	1.2339	2.352019465	6359	11282135
FBtr0172204	male	female	3.3497	10.19436494	6359	11236276
FBtr0172206	male	female	-1.7977	0.287632779	6359	11219569
FBtr0172207	male	female	-0.6317	0.645415442	6359	11212839
FBtr0172208	male	female	-2.9516	0.129264677	6359	11206156
FBtr0172210	male	female	-1.858	0.275858435	6359	11184568
FBtr0172212	male	female	-1.0692	0.4765832	6359	11172151
FBtr0172214	male	female	-1.8267	0.281908718	6359	11038717
FBtr0172215	male	female	-1.5242	0.347672292	6359	11027182
FBtr0172217	male	female	-0.956	0.515484159	6359	10989578
FBtr0172221	male	female	-1.1782	0.441902501	6359	10687152
FBtr0172222	male	female	-1.2276	0.427027238	6359	10630786
FBtr0172223	male	female	-0.7375	0.599777788	6359	10629283
FBtr0172224	male	female	-1.5006	0.353406382	6359	10619351
FBtr0172225	male	female	-1.3492	0.392509642	6359	10580880
FBtr0172226	male	female	-0.6984	0.616255277	6359	10577571
FBtr0172227	male	female	-0.6272	0.64743174	6359	10573857
FBtr0172231	male	female	1.7208	3.296191359	6359	10555400
FBtr0172232	male	female	-6.3034	0.012661569	6359	10548748
FBtr0172234	male	female	-1.1377	0.454483556	6359	10512072
FBtr0172236	male	female	-2.082	0.23618676	6359	10497819
FBtr0172237	male	female	-0.8592	0.551258156	6359	10308863
FBtr0172238	male	female	1.258	2.391639594	6359	10292067
FBtr0172240	male	female	0.9116	1.881130583	6359	10137324
FBtr0172243	male	female	-1.8424	0.278857504	6359	10119897
FBtr0172245	male	female	-1.9257	0.263212516	6359	10088725
FBtr0172249	male	female	-0.632	0.645281245	6359	10047942
FBtr0172253	male	female	1.0648	2.091879863	6359	10011747
FBtr0172255	male	female	2.2685	4.818219103	6359	9992423
FBtr0172256	male	female	2.2361	4.711217704	6359	9979609
FBtr0172257	male	female	-1.5891	0.332378738	6359	9975853
FBtr0172260	male	female	-1.0183	0.493697758	6359	9952858
FBtr0172261	male	female	-1.3254	0.399038541	6359	9939111
FBtr0172262	male	female	-1.509	0.351354675	6359	9924836
FBtr0172264	male	female	-1.9118	0.265760758	6359	9920987
FBtr0172265	male	female	-1.3078	0.403936382	6359	9917437
FBtr0172270	male	female	-1.333	0.396941965	6359	9875747
FBtr0172271	male	female	2.2288	4.687439273	6359	9825656
FBtr0172272	male	female	2.3245	5.008921494	6359	9811898
FBtr0172273	male	female	2.1082	4.311530244	6359	9774619
FBtr0172277	male	female	2.4927	5.628303007	6359	9728750
FBtr0172280	male	female	0.7555	1.688216582	6359	9596549
FBtr0172281	male	female	2.1218	4.352366359	6359	9564998
FBtr0172282	male	female	-1.8683	0.273895981	6359	9548123
FBtr0172284	male	female	-0.683	0.622868708	6359	9532359
FBtr0172287	male	female	-1.4005	0.378797838	6359	9511725
FBtr0172289	male	female	-1.1789	0.44168814	6359	9417136
FBtr0172290	male	female	-2.1974	0.218030217	6359	9406124
FBtr0172291	male	female	-2.7575	0.147880117	6359	9404453
FBtr0172292	male	female	-1.6782	0.312472255	6359	9387089
FBtr0172293	male	female	-0.6403	0.641579522	6359	9353059
FBtr0172295	male	female	-1.154	0.449377563	6359	9220325
FBtr0172297	male	female	-1.7466	0.298003256	6359	9205747
FBtr0172298	male	female	-1.002	0.499307333	6359	9182098
FBtr0172299	male	female	-0.8247	0.564599595	6359	9165771
FBtr0172301	male	female	2.252	4.763427397	6359	9138101
FBtr0172303	male	female	-1.4197	0.373790032	6359	9096553
FBtr0172304	male	female	-1.4709	0.360757177	6359	9093756
FBtr0172307	male	female	-0.9705	0.510329166	6359	9020873
FBtr0172308	male	female	-0.99	0.503477775	6359	9009403
FBtr0172310	male	female	2.6865	6.437497648	6359	8916904
FBtr0172311	male	female	-1.4864	0.356902027	6359	8915326
FBtr0172312	male	female	2.7218	6.596953794	6359	8831121
FBtr0172313	male	female	3.463	11.02724122	6359	8741356
FBtr0172315	male	female	-0.9516	0.517058707	6359	8635605
FBtr0172316	male	female	1.1135	2.163699278	6359	8632565
FBtr0172318	male	female	-0.7249	0.605038981	6359	8628022
FBtr0172319	male	female	-1.53	0.346277367	6359	8569004
FBtr0172320	male	female	-1.7733	0.292538822	6359	8567639
FBtr0172321	male	female	-1.6055	0.328621779	6359	8560933
FBtr0172323	male	female	1.9782	3.940011935	6359	8538438
FBtr0172325	male	female	-0.8363	0.56007813	6359	8507960
FBtr0172326	male	female	-1.3782	0.384698471	6359	8495922
FBtr0172327	male	female	0.719	1.646040691	6359	8492694
FBtr0172329	male	female	-2.7792	0.145672454	6359	8490964
FBtr0172330	male	female	-1.6368	0.321568947	6359	8489119
FBtr0172332	male	female	-1.1621	0.446861606	6359	8437064
FBtr0172335	male	female	-1.3355	0.396254713	6359	8419071
FBtr0172336	male	female	-0.687	0.621144141	6359	8417997
FBtr0172337	male	female	-0.6416	0.641001661	6359	8401169
FBtr0172340	male	female	-1.2902	0.408894341	6359	8387464
FBtr0172343	male	female	2.9543	7.750557029	6359	8337214
FBtr0172344	male	female	3.3612	10.27595092	6359	8317483
FBtr0172345	male	female	4.2235	18.68100285	6359	8314829
FBtr0172347	male	female	-0.7589	0.590946733	6359	8079599
FBtr0172348	male	female	3.4584	10.99213711	6359	8056539
FBtr0172350	male	female	3.1032	8.593226965	6359	7960380
FBtr0172351	male	female	-1.4509	0.365793159	6359	7903608
FBtr0172352	male	female	-0.6288	0.646714113	6359	7891503
FBtr0172353	male	female	3.2423	9.463015576	6359	7875572
FBtr0172355	male	female	0.7719	1.707517069	6359	7887647
FBtr0172356	male	female	2.8472	7.196024009	6359	8413439
FBtr0172357	male	female	-0.9713	0.510046257	6359	7846885
FBtr0172358	male	female	3.2784	9.702792365	6359	8353303
FBtr0172359	male	female	2.6549	6.298027251	6359	7958679
FBtr0172361	male	female	-0.7514	0.59402683	6359	7987361
FBtr0172364	male	female	1.8156	3.520059951	6359	8229329
FBtr0172366	male	female	1.3166	2.490784143	6359	8356481
FBtr0172368	male	female	-0.6325	0.645057647	6359	8389538
FBtr0172372	male	female	-1.9819	0.253156249	6359	8421083
FBtr0172374	male	female	-1.2255	0.427649275	6359	8471087
FBtr0172376	male	female	-1.6506	0.318507666	6359	8491621
FBtr0172378	male	female	-1.2588	0.417891407	6359	8498331
FBtr0172379	male	female	-0.8513	0.554285049	6359	8526579
FBtr0172380	male	female	2.449	5.460374872	6359	8541310
FBtr0172383	male	female	-2.4804	0.179194716	6359	8576485
FBtr0172384	male	female	-1.4807	0.358314914	6359	8578138
FBtr0172385	male	female	-1.9997	0.250051991	6359	8578961
FBtr0172387	male	female	-1.0534	0.481831293	6359	8800709
FBtr0172388	male	female	1.4047	2.647627205	6359	8879327
FBtr0172389	male	female	2.4463	5.450165351	6359	8921448
FBtr0172391	male	female	-3.299	0.10160195	6359	8995253
FBtr0172398	male	female	2.3781	5.198516571	6359	9157654
FBtr0172399	male	female	0.6604	1.580520776	6359	9170709
FBtr0172400	male	female	-0.8323	0.561633151	6359	9217091
FBtr0172401	male	female	-1.4967	0.354363029	6359	9226043
FBtr0172402	male	female	-0.609	0.655651007	6359	9381768
FBtr0172403	male	female	0.8155	1.759907984	6359	9397826
FBtr0172405	male	female	1.3441	2.538717736	6359	9398429
FBtr0172406	male	female	-1.3177	0.401173996	6359	9408647
FBtr0172407	male	female	-1.4012	0.378614088	6359	9411997
FBtr0172409	male	female	-1.0336	0.488489684	6359	9422572
FBtr0172410	male	female	1.0068	2.009449053	6359	9507433
FBtr0172411	male	female	0.7639	1.698074787	6359	9521397
FBtr0172412	male	female	-0.7323	0.601943507	6359	9543661
FBtr0172414	male	female	-1.5846	0.333417099	6359	9549601
FBtr0172417	male	female	-1.7152	0.304560342	6359	9616527
FBtr0172418	male	female	-1.2896	0.40906443	6359	9664877
FBtr0172420	male	female	-0.9933	0.502327443	6359	9708216
FBtr0172423	male	female	2.4031	5.28938504	6359	9754914
FBtr0172424	male	female	2.9523	7.73981992	6359	9761561
FBtr0172425	male	female	2.8869	7.3967935	6359	9790641
FBtr0172427	male	female	-1.0812	0.472635533	6359	9844111
FBtr0172428	male	female	0.6506	1.56982093	6359	9858336
FBtr0172433	male	female	-1.2587	0.417920375	6359	9892082
FBtr0172434	male	female	-1.9276	0.262866099	6359	9934196
FBtr0172435	male	female	-1.1202	0.460030047	6359	9967481
FBtr0172436	male	female	-1.748	0.297714212	6359	9973523
FBtr0172438	male	female	-2.6729	0.156811145	6359	9981202
FBtr0172439	male	female	-1.4672	0.361683578	6359	10003920
FBtr0172441	male	female	3.6223	12.31461825	6359	10060450
FBtr0172442	male	female	-1.8637	0.274770685	6359	10078000
FBtr0172443	male	female	4.5262	23.04209519	6359	10103599
FBtr0172444	male	female	2.2544	4.771358207	6359	10106114
FBtr0172446	male	female	-1.028	0.490389502	6359	10260361
FBtr0172449	male	female	-0.6646	0.630863593	6359	10275525
FBtr0172450	male	female	-1.2137	0.431161421	6359	10284726
FBtr0172452	male	female	-0.8404	0.558488702	6359	10304200
FBtr0172453	male	female	2.2443	4.738071599	6359	10327847
FBtr0172454	male	female	-1.1081	0.463904582	6359	10456972
FBtr0172456	male	female	-1.6753	0.313100995	6359	10495588
FBtr0172457	male	female	-1.5114	0.350770664	6359	10500427
FBtr0172458	male	female	-1.6558	0.317361714	6359	10508943
FBtr0172461	male	female	-1.6133	0.326849864	6359	10517020
FBtr0172462	male	female	-1.331	0.397492625	6359	10520282
FBtr0172463	male	female	-0.8343	0.560855102	6359	10528269
FBtr0172464	male	female	-1.0176	0.49393736	6359	10547914
FBtr0172465	male	female	-0.9788	0.507401609	6359	10556397
FBtr0172467	male	female	2.2224	4.666691181	6359	10601940
FBtr0172468	male	female	-1.1179	0.46076403	6359	10603176
FBtr0172474	male	female	-1.3138	0.402259947	6359	10967436
FBtr0172475	male	female	0.6928	1.616417639	6359	10975161
FBtr0172478	male	female	-1.1153	0.461595159	6359	10985578
FBtr0172480	male	female	-0.6922	0.61890934	6359	11001679
FBtr0172482	male	female	-0.7362	0.600318486	6359	11009463
FBtr0172483	male	female	-1.1398	0.453822486	6359	11014080
FBtr0172484	male	female	-0.6345	0.644164026	6359	11015556
FBtr0172485	male	female	-1.5136	0.350236173	6359	11018554
FBtr0172486	male	female	-1.5235	0.347841025	6359	11028655
FBtr0172487	male	female	1.1073	2.154420705	6359	11040233
FBtr0172488	male	female	-0.8261	0.56405197	6359	11174454
FBtr0172490	male	female	0.8979	1.863351696	6359	11204216
